볼링,1
클라이밍,1
수영,1
야구,1
사격,1
도서관,2
북카페,2
찻집,2
공원,2
사찰,2
미술관,3
전시,3
베이킹,3
영화,3
샐러드,4
샌드위치,4
비건식당,4
생과일주스,4
